pae_interaction_scores,total_score,complex_normalized,dG_cross,dG_cross/dSASAx100,dG_separated,dG_separated/dSASAx100,dSASA_hphobic,dSASA_int,dSASA_polar,delta_unsatHbonds,dslf_fa13,fa_atr,fa_dun,fa_elec,fa_intra_rep,fa_intra_sol_xover4,fa_rep,fa_sol,hbond_E_fraction,hbond_bb_sc,hbond_lr_bb,hbond_sc,hbond_sr_bb,hbonds_int,lk_ball_wtd,nres_all,nres_int,omega,p_aa_pp,packstat,per_residue_energy_int,pro_close,rama_prepro,ref,sc_value,side1_normalized,side1_score,side2_normalized,side2_score,yhh_planarity,description
5.0,-73.715,-0.936,-51.931,-3.796,-51.931,-3.796,872.31,1198.32,271.163,2.0,0.0,-482.498,135.188,-159.366,0.54,16.747,34.612,237.589,0.02,-12.756,-2.463,-10.594,-52.418,2.0,-14.563,85.0,48.0,17.205,-10.861,0.46,-1.138,0.014,-1.708,25.418,0.602,-1.4,-37.795,-0.8,-16.808,0.0,insulin_ep3__324_dldesign_0_cycle0
6.0,-73.809,-0.938,-51.983,-3.8,-51.983,-3.8,871.988,1196.869,270.616,2.0,0.0,-482.521,135.071,-159.517,0.54,16.717,34.59,237.42,0.02,-12.763,-2.476,-10.631,-52.424,1.0,-9.958,83.0,54.0,17.856,-8.144,0.724,-0.668,0.0,-0.827,-1.805,0.727,-0.418,-14.633,-1.128,-21.439,0.0,insulin_ep3__640_dldesign_0_cycle0
7.0,-73.892,-0.942,-51.988,-3.8,-51.988,-3.8,871.787,1196.193,270.321,2.0,0.0,-482.943,134.844,-159.573,0.539,16.672,34.539,236.595,0.02,-12.78,-2.479,-10.641,-52.718,4.0,-10.285,95.0,56.0,21.705,-14.912,0.646,-1.612,0.332,-12.606,6.359,0.684,-1.958,-68.518,-1.037,-21.768,0.0,insulin_ep3__684_dldesign_0_cycle0_1
9.0,-73.907,-0.943,-52.002,-3.8,-52.002,-3.8,871.483,1195.94,270.055,2.0,0.0,-483.367,134.678,-159.576,0.538,16.671,34.523,236.341,0.02,-12.782,-2.488,-10.645,-52.82,3.0,-10.639,71.0,52.0,12.804,-7.203,0.583,-1.459,0.129,-1.54,16.147,0.673,-1.306,-41.778,-1.705,-34.096,0.0,insulin_ep3__285_dldesign_0_cycle0_1
7.0,-73.942,-0.945,-52.03,-3.802,-52.03,-3.802,869.616,1195.454,270.037,2.0,0.0,-484.112,134.587,-159.634,0.537,16.648,34.519,236.214,0.019,-12.817,-2.488,-10.698,-52.822,0.0,-18.297,101.0,45.0,21.695,-3.519,0.546,0.645,0.0,21.842,-10.244,0.626,1.562,43.738,-0.865,-14.706,0.0,insulin_ep3__678_dldesign_0_cycle0_1
7.0,-74.093,-0.945,-52.078,-3.805,-52.078,-3.805,869.065,1195.316,269.402,2.0,0.0,-484.259,134.436,-159.704,0.537,16.647,34.489,236.188,0.019,-12.821,-2.5,-10.699,-52.929,2.0,-11.052,80.0,61.0,21.875,-12.342,0.592,-0.944,0.04,-0.613,29.409,0.677,-0.802,-33.672,-1.259,-23.914,0.0,insulin_ep3__760_dldesign_0_cycle0
7.0,-74.135,-0.948,-52.129,-3.807,-52.129,-3.807,869.003,1195.265,269.374,2.0,0.0,-484.334,134.348,-159.79,0.536,16.633,34.484,236.154,0.019,-12.849,-2.505,-10.718,-53.059,2.0,-12.475,81.0,56.0,16.896,-6.373,0.659,-0.781,0.611,2.88,25.91,0.706,-0.744,-26.787,-0.847,-16.938,0.0,insulin_ep3__204_dldesign_0_cycle0
7.0,-74.169,-0.952,-52.144,-3.809,-52.144,-3.809,868.778,1194.94,269.192,2.0,0.0,-484.366,134.19,-159.854,0.536,16.589,34.468,235.989,0.019,-12.852,-2.517,-10.725,-53.104,1.0,-12.648,99.0,52.0,22.836,-10.881,0.642,-0.671,0.18,-5.009,40.352,0.763,-0.316,-10.117,-1.239,-24.774,0.0,insulin_ep3__279_dldesign_0_cycle0_1
6.0,-74.25,-0.953,-52.145,-3.811,-52.145,-3.811,868.778,1194.915,269.132,2.0,0.0,-484.373,134.005,-159.879,0.536,16.574,34.46,235.974,0.019,-12.855,-2.519,-10.75,-53.142,2.0,-9.839,74.0,55.0,16.606,-6.59,0.621,-0.909,0.116,-6.685,5.191,0.641,-0.871,-29.624,-0.97,-20.366,0.0,insulin_ep3__725_dldesign_0_cycle0_1
8.0,-74.445,-0.955,-52.239,-3.811,-52.239,-3.811,868.33,1194.798,268.151,2.0,0.0,-484.418,133.861,-160.708,0.536,16.542,34.458,235.959,0.019,-12.861,-2.52,-10.783,-53.205,3.0,-10.013,70.0,51.0,12.636,-5.567,0.593,0.948,0.636,13.086,9.884,0.766,1.887,58.511,-0.508,-10.164,0.0,insulin_ep3__812_dldesign_0_cycle0_1
3.0,-74.459,-0.956,-52.275,-3.813,-52.275,-3.813,867.377,1194.574,268.066,2.0,0.0,-484.569,133.83,-160.72,0.535,16.476,34.418,235.839,0.019,-12.895,-2.524,-10.835,-53.21,4.0,-9.001,77.0,56.0,15.135,-11.84,0.634,-1.59,0.0,-1.398,49.809,0.753,-1.682,-60.557,-1.423,-28.455,0.0,insulin_ep3__714_dldesign_0_cycle0
6.0,-74.584,-0.959,-52.289,-3.815,-52.289,-3.815,867.269,1192.984,267.962,2.0,0.0,-485.629,133.822,-160.961,0.535,16.427,34.409,235.54,0.019,-12.9,-2.524,-10.839,-53.213,4.0,-12.544,85.0,48.0,20.735,-8.251,0.603,-1.389,0.054,2.383,38.684,0.709,-1.834,-49.505,-0.818,-17.173,0.0,insulin_ep3__324_dldesign_0_cycle0_1
7.0,-74.686,-0.96,-52.318,-3.816,-52.318,-3.816,866.799,1192.916,267.949,2.0,0.0,-486.029,133.488,-160.991,0.535,16.426,34.406,235.214,0.019,-12.929,-2.525,-10.84,-53.231,4.0,-12.934,95.0,45.0,14.206,-9.918,0.513,-0.545,0.275,-3.676,0.914,0.599,-0.228,-6.156,-1.02,-18.364,0.0,insulin_ep3__615_dldesign_0_cycle0
8.0,-74.752,-0.965,-52.347,-3.817,-52.347,-3.817,865.567,1192.588,267.857,2.0,0.0,-486.04,133.485,-161.173,0.534,16.418,34.395,235.211,0.019,-12.95,-2.526,-10.844,-53.267,3.0,-9.749,68.0,59.0,15.142,-7.462,0.667,-0.732,0.069,1.483,30.553,0.745,-0.776,-29.478,-0.654,-13.727,0.0,insulin_ep3__824_dldesign_0_cycle0
9.0,-74.761,-0.965,-52.353,-3.817,-52.353,-3.817,865.342,1192.089,267.2,2.0,0.0,-486.153,133.29,-161.358,0.534,16.401,34.381,234.831,0.018,-12.982,-2.527,-10.855,-53.269,2.0,-14.676,79.0,55.0,9.288,-8.551,0.524,-0.301,0.077,-0.946,18.916,0.719,0.24,8.389,-1.247,-24.937,0.0,insulin_ep3__35_dldesign_0_cycle0_1
6.0,-74.825,-0.966,-52.392,-3.817,-52.392,-3.817,864.859,1191.862,266.988,2.0,0.0,-486.412,133.199,-161.413,0.534,16.387,34.311,234.695,0.018,-12.988,-2.535,-10.856,-53.315,0.0,-10.325,67.0,53.0,9.37,-2.863,0.499,-0.553,0.0,8.852,27.085,0.659,-0.367,-12.097,-0.861,-17.222,0.0,insulin_ep3__576_dldesign_0_cycle0
6.0,-74.834,-0.967,-52.532,-3.817,-52.532,-3.817,864.823,1188.27,266.831,2.0,0.0,-486.854,132.85,-161.446,0.534,16.382,34.293,234.472,0.018,-12.995,-2.535,-10.954,-53.347,3.0,-10.137,91.0,50.0,13.94,-9.11,0.601,-1.135,0.025,3.674,26.975,0.738,-1.255,-38.916,-0.938,-17.82,0.0,insulin_ep3__925_dldesign_0_cycle0
10.0,-74.841,-0.971,-52.535,-3.823,-52.535,-3.823,863.968,1187.203,266.632,2.0,0.0,-487.052,132.459,-161.508,0.533,16.361,34.284,234.302,0.018,-13.024,-2.538,-10.96,-53.42,0.0,-13.261,91.0,52.0,15.774,-5.871,0.504,-0.913,0.504,3.312,64.316,0.688,-0.952,-33.328,-0.831,-14.132,0.0,insulin_ep3__477_dldesign_0_cycle0
4.0,-74.93,-0.972,-52.63,-3.825,-52.63,-3.825,863.564,1186.907,266.542,2.0,0.0,-487.241,132.378,-161.763,0.533,16.257,34.239,233.206,0.018,-13.042,-2.55,-10.961,-53.5,3.0,-14.266,70.0,52.0,7.429,-9.392,0.535,-0.731,0.323,-4.075,24.332,0.716,-0.338,-10.479,-1.312,-27.547,0.0,insulin_ep3__850_dldesign_0_cycle0
7.0,-74.936,-0.973,-52.69,-3.826,-52.69,-3.826,863.163,1186.416,266.405,2.0,0.0,-487.704,132.37,-161.784,0.532,16.236,34.194,233.033,0.018,-13.047,-2.555,-10.983,-53.554,5.0,-12.598,92.0,65.0,19.146,-10.665,0.654,-0.589,0.584,5.117,15.777,0.714,-0.329,-14.489,-1.134,-23.814,0.0,insulin_ep3__254_dldesign_0_cycle0_1
5.0,-75.106,-0.977,-52.717,-3.827,-52.717,-3.827,861.848,1186.189,266.371,2.0,0.0,-487.77,132.11,-161.966,0.532,16.187,34.189,233.002,0.018,-13.053,-2.555,-11.014,-53.58,1.0,-5.982,61.0,56.0,9.375,-11.253,0.568,-0.717,0.199,-9.704,2.85,0.609,-0.624,-21.839,-0.872,-18.302,0.0,insulin_ep3__951_dldesign_0_cycle0
6.0,-75.799,-0.983,-52.773,-3.828,-52.773,-3.828,861.383,1186.116,266.051,2.0,0.0,-487.858,132.006,-161.986,0.531,16.096,34.165,232.985,0.017,-13.058,-2.556,-11.023,-53.593,4.0,-12.088,63.0,56.0,10.563,-6.462,0.595,0.093,0.077,-2.688,41.745,0.7,0.738,25.822,-0.981,-20.6,0.0,insulin_ep3__167_dldesign_0_cycle0
7.0,-75.92,-0.983,-52.785,-3.83,-52.785,-3.83,861.239,1185.754,266.041,2.0,0.0,-488.903,131.682,-162.104,0.53,16.077,34.121,232.795,0.017,-13.084,-2.56,-11.06,-53.715,2.0,-9.031,63.0,53.0,10.867,-6.188,0.635,-0.79,0.66,11.031,23.101,0.769,-0.67,-21.453,-0.973,-20.425,0.0,insulin_ep3__403_dldesign_0_cycle0
10.0,-76.08,-0.983,-52.811,-3.83,-52.811,-3.83,861.1,1185.093,265.907,2.0,0.0,-489.232,131.394,-162.294,0.529,16.076,34.11,232.587,0.017,-13.131,-2.561,-11.068,-53.725,1.0,-12.888,82.0,44.0,16.322,-9.336,0.601,-0.65,0.326,12.919,21.156,0.623,-0.521,-13.031,-0.819,-15.57,0.0,insulin_ep3__739_dldesign_0_cycle0_1
8.0,-76.556,-0.984,-52.833,-3.835,-52.833,-3.835,860.896,1183.107,265.763,2.0,0.0,-489.545,131.268,-162.338,0.529,16.023,34.094,232.353,0.017,-13.157,-2.567,-11.164,-53.734,6.0,-12.959,95.0,52.0,19.684,-12.104,0.677,-1.235,0.048,-3.379,39.216,0.73,-1.29,-42.562,-1.14,-21.666,0.0,insulin_ep3__628_dldesign_0_cycle0
4.0,-76.77,-0.985,-52.859,-3.836,-52.859,-3.836,860.62,1182.777,265.133,2.0,0.0,-489.726,131.218,-162.391,0.529,16.003,34.084,232.068,0.017,-13.187,-2.577,-11.183,-53.741,4.0,-9.213,73.0,56.0,10.66,-5.114,0.627,-0.528,0.008,-4.872,32.144,0.711,-0.528,-19.533,-0.527,-10.008,0.0,insulin_ep3__265_dldesign_0_cycle0_1
7.0,-76.862,-0.99,-52.912,-3.836,-52.912,-3.836,860.306,1182.656,264.41,2.0,0.0,-490.021,131.144,-162.59,0.527,15.995,34.048,231.905,0.017,-13.193,-2.581,-11.199,-53.825,1.0,-11.688,90.0,53.0,15.335,-9.134,0.659,-0.61,0.542,-3.051,75.345,0.667,-0.989,-31.659,-0.032,-0.676,0.0,insulin_ep3__664_dldesign_0_cycle0_1
5.0,-77.236,-0.991,-52.956,-3.84,-52.956,-3.84,860.146,1182.526,264.216,2.0,0.0,-490.213,131.061,-162.603,0.526,15.979,34.029,231.845,0.017,-13.289,-2.582,-11.207,-53.85,3.0,-10.354,67.0,44.0,13.451,-7.417,0.521,-1.067,0.023,-3.606,44.207,0.655,-0.795,-19.87,-1.426,-27.1,0.0,insulin_ep3__299_dldesign_0_cycle0_1
9.0,-77.413,-0.992,-52.967,-3.84,-52.967,-3.84,858.893,1182.18,264.199,2.0,0.0,-490.984,130.552,-162.677,0.526,15.973,34.026,231.03,0.016,-13.299,-2.611,-11.22,-53.903,3.0,-13.919,74.0,53.0,14.315,-6.138,0.554,-0.553,0.0,1.884,-2.406,0.718,-0.27,-8.651,-0.983,-20.638,0.0,insulin_ep3__550_dldesign_0_cycle0_1
15.0,-77.631,-0.994,-52.996,-3.844,-52.996,-3.844,858.857,1181.197,263.152,2.0,0.0,-491.402,130.547,-162.681,0.526,15.897,33.977,230.971,0.016,-13.315,-2.612,-11.222,-53.914,11.0,-11.623,78.0,55.0,17.09,-13.674,0.59,-0.893,0.371,1.311,49.015,0.686,-0.486,-14.104,-1.346,-35.009,0.0,insulin_ep2__382_dldesign_0_cycle0
4.0,-77.843,-0.994,-53.008,-3.849,-53.008,-3.849,857.482,1180.788,263.037,2.0,0.0,-492.482,130.372,-162.857,0.526,15.869,33.949,230.931,0.016,-13.322,-2.614,-11.296,-53.937,1.0,-9.007,77.0,51.0,13.181,-9.79,0.547,-1.085,0.027,-4.959,17.102,0.682,-1.231,-38.163,-0.858,-17.15,0.0,insulin_ep3__239_dldesign_0_cycle0
7.0,-78.089,-0.997,-53.126,-3.849,-53.126,-3.849,857.28,1180.453,262.66,2.0,0.0,-493.006,130.163,-163.205,0.525,15.858,33.906,230.744,0.016,-13.331,-2.615,-11.301,-53.95,2.0,-9.953,77.0,48.0,15.898,-4.152,0.697,-0.39,0.289,4.38,26.252,0.795,-0.35,-10.161,-0.45,-8.545,0.0,insulin_ep3__982_dldesign_0_cycle0_1
5.0,-78.221,-0.998,-53.203,-3.852,-53.203,-3.852,855.854,1179.885,262.551,2.0,0.0,-493.021,130.116,-163.425,0.525,15.852,33.902,230.234,0.016,-13.334,-2.616,-11.301,-54.029,4.0,-11.529,75.0,57.0,16.241,-8.893,0.553,-1.073,1.107,-3.215,19.928,0.704,-0.921,-33.161,-1.334,-28.017,0.0,insulin_ep3__823_dldesign_0_cycle0_1
6.0,-78.379,-0.998,-53.217,-3.854,-53.217,-3.854,855.105,1179.846,262.323,2.0,0.0,-493.157,130.028,-163.479,0.525,15.813,33.88,230.228,0.016,-13.336,-2.624,-11.306,-54.054,1.0,-11.785,91.0,49.0,26.122,-3.77,0.53,-0.09,0.058,7.06,29.382,0.605,-0.304,-9.438,0.28,5.033,0.0,insulin_ep3__29_dldesign_0_cycle0_1
6.0,-78.89,-0.998,-53.289,-3.854,-53.289,-3.854,854.854,1179.428,262.259,2.0,0.0,-493.282,129.949,-163.487,0.525,15.783,33.843,230.105,0.015,-13.36,-2.626,-11.306,-54.119,5.0,-8.979,67.0,50.0,14.954,-8.017,0.611,-0.829,0.0,-7.033,6.997,0.727,-0.611,-18.941,-1.185,-22.524,0.0,insulin_ep3__819_dldesign_0_cycle0
5.0,-79.011,-0.999,-53.293,-3.856,-53.293,-3.856,854.117,1178.985,262.252,2.0,0.0,-493.478,129.846,-163.495,0.524,15.756,33.817,230.019,0.015,-13.362,-2.628,-11.308,-54.306,3.0,-7.564,70.0,53.0,12.965,-5.22,0.59,-0.076,0.0,7.59,31.204,0.725,0.481,15.864,-0.996,-19.911,0.0,insulin_ep3__235_dldesign_0_cycle0
7.0,-79.401,-1.001,-53.305,-3.86,-53.305,-3.86,854.061,1178.949,261.836,2.0,0.0,-493.504,129.792,-163.562,0.524,15.751,33.811,229.989,0.015,-13.393,-2.629,-11.308,-54.379,2.0,-10.599,75.0,52.0,15.385,-9.4,0.687,-0.81,0.201,-6.481,45.345,0.697,-0.66,-22.445,-1.093,-19.672,0.0,insulin_ep3__751_dldesign_0_cycle0
5.0,-80.279,-1.002,-53.356,-3.862,-53.356,-3.862,853.413,1178.893,261.744,2.0,0.0,-493.817,129.702,-163.624,0.523,15.74,33.811,229.851,0.015,-13.418,-2.641,-11.316,-54.41,1.0,-13.853,63.0,55.0,6.37,-5.748,0.656,2.979,0.0,9.513,35.918,0.683,5.428,184.556,-0.985,-20.691,0.0,insulin_ep3__650_dldesign_0_cycle0
6.0,-80.293,-1.002,-53.363,-3.863,-53.363,-3.863,853.193,1178.683,261.119,2.0,0.0,-494.173,129.447,-163.72,0.523,15.686,33.723,229.799,0.015,-13.456,-2.646,-11.321,-54.414,3.0,-8.794,71.0,52.0,11.46,-4.88,0.63,-0.399,0.017,-3.01,54.425,0.725,-0.433,-14.723,-0.336,-6.05,0.0,insulin_ep3__334_dldesign_0_cycle0
7.0,-80.68,-1.003,-53.414,-3.866,-53.414,-3.866,852.639,1178.296,260.917,2.0,0.0,-494.401,129.371,-163.834,0.522,15.666,33.716,229.779,0.015,-13.492,-2.656,-11.371,-54.455,3.0,-8.469,65.0,50.0,10.529,-9.997,0.565,-0.59,0.183,8.569,13.501,0.629,-0.376,-12.034,-0.971,-17.476,0.0,insulin_ep3__192_dldesign_0_cycle0_1
13.0,-80.804,-1.006,-53.486,-3.866,-53.486,-3.866,852.421,1178.036,260.074,2.0,0.0,-494.777,129.304,-163.954,0.522,15.648,33.711,229.456,0.014,-13.517,-2.665,-11.389,-54.457,7.0,-13.054,106.0,89.0,16.485,-20.83,0.634,-1.699,0.075,-5.896,69.988,0.698,-1.532,-90.382,-2.029,-60.869,0.0,insulin_ep2__207_dldesign_0_cycle0
6.0,-80.81,-1.006,-53.516,-3.868,-53.516,-3.868,851.965,1177.372,259.316,2.0,0.0,-494.993,129.253,-164.001,0.522,15.626,33.7,229.452,0.014,-13.524,-2.666,-11.398,-54.466,4.0,-9.49,74.0,53.0,11.849,-7.297,0.652,-1.687,0.109,-4.704,68.297,0.707,-2.172,-71.674,-0.888,-17.752,0.0,insulin_ep3__725_dldesign_0_cycle0
9.0,-80.905,-1.011,-53.585,-3.868,-53.585,-3.868,851.637,1177.349,259.206,2.0,0.0,-495.195,129.201,-164.02,0.522,15.597,33.687,229.422,0.014,-13.528,-2.691,-11.404,-54.591,1.0,-12.893,71.0,56.0,11.143,-6.416,0.595,-0.209,0.083,9.842,29.409,0.654,-0.066,-2.451,-0.488,-9.273,0.0,insulin_ep3__624_dldesign_0_cycle0
5.0,-81.196,-1.017,-53.62,-3.874,-53.62,-3.874,850.658,1175.869,258.696,2.0,0.0,-495.701,129.072,-164.038,0.521,15.59,33.596,229.2,0.014,-13.553,-2.695,-11.415,-54.654,1.0,-9.918,77.0,50.0,13.484,-8.993,0.676,-0.885,0.0,5.643,28.891,0.718,-0.705,-21.135,-1.155,-23.094,0.0,insulin_ep3__340_dldesign_0_cycle0
6.0,-81.345,-1.018,-53.643,-3.874,-53.643,-3.874,850.299,1175.68,258.617,2.0,0.0,-496.702,128.985,-164.082,0.52,15.577,33.594,229.178,0.014,-13.566,-2.713,-11.428,-54.668,4.0,-14.91,87.0,52.0,15.428,-4.755,0.542,-0.698,0.018,5.073,6.108,0.585,-0.476,-15.699,-1.083,-20.58,0.0,insulin_ep3__831_dldesign_0_cycle0_1
10.0,-81.522,-1.018,-53.647,-3.876,-53.647,-3.876,850.095,1174.639,257.117,2.0,0.0,-496.802,128.776,-164.127,0.519,15.575,33.546,228.828,0.014,-13.567,-2.715,-11.429,-54.766,4.0,-13.715,90.0,64.0,15.149,-12.836,0.64,-1.321,0.376,-7.601,56.424,0.703,-1.6,-68.787,-0.75,-15.757,0.0,insulin_ep3__547_dldesign_0_cycle0
9.0,-82.254,-1.018,-53.654,-3.878,-53.654,-3.878,850.025,1174.561,256.959,2.0,0.0,-497.496,128.719,-164.987,0.519,15.543,33.542,228.782,0.013,-13.632,-2.715,-11.442,-54.824,5.0,-14.362,93.0,56.0,16.84,-10.556,0.577,-0.461,0.0,-1.587,55.187,0.713,-0.221,-7.74,-0.86,-18.051,0.0,insulin_ep3__815_dldesign_0_cycle0
5.0,-82.558,-1.02,-53.666,-3.88,-53.666,-3.88,849.753,1174.162,256.943,2.0,0.0,-497.574,128.359,-165.178,0.519,15.5,33.541,228.697,0.013,-13.662,-2.718,-11.47,-55.02,0.0,-12.444,77.0,52.0,6.793,-7.18,0.528,-0.745,0.0,0.677,17.166,0.618,-0.547,-16.948,-1.037,-21.774,0.0,insulin_ep3__446_dldesign_0_cycle0
6.0,-82.687,-1.021,-53.687,-3.881,-53.687,-3.881,849.26,1173.902,256.813,2.0,0.0,-498.02,128.33,-165.187,0.518,15.497,33.537,228.526,0.012,-13.678,-2.722,-11.507,-55.097,1.0,-7.442,71.0,50.0,14.681,-6.674,0.623,-0.646,0.0,-1.387,4.866,0.733,-0.377,-10.93,-1.018,-21.371,0.0,insulin_ep3__542_dldesign_0_cycle0_1
6.0,-82.916,-1.022,-53.7,-3.882,-53.7,-3.882,849.107,1173.036,254.876,2.0,0.0,-498.227,128.329,-165.372,0.516,15.493,33.519,228.094,0.012,-13.731,-2.734,-11.528,-55.244,4.0,-8.968,86.0,51.0,18.881,-13.916,0.657,-0.949,0.334,-10.776,34.323,0.691,-0.766,-23.75,-1.233,-24.66,0.0,insulin_ep3__143_dldesign_0_cycle0_1
8.0,-83.334,-1.024,-53.709,-3.883,-53.709,-3.883,848.114,1172.542,254.454,2.0,0.0,-498.783,128.044,-165.472,0.515,15.453,33.495,228.064,0.012,-13.784,-2.736,-11.54,-55.257,5.0,-11.142,81.0,48.0,15.89,-5.196,0.534,0.385,0.161,18.059,-3.474,0.585,1.339,38.835,-1.072,-20.362,0.0,insulin_ep3__533_dldesign_0_cycle0
10.0,-83.419,-1.027,-53.737,-3.885,-53.737,-3.885,847.722,1172.217,254.288,2.0,0.0,-498.795,127.713,-165.535,0.515,15.449,33.479,228.007,0.012,-13.8,-2.741,-11.547,-55.258,3.0,-7.528,61.0,53.0,8.185,-6.838,0.634,-0.391,0.0,-3.319,14.748,0.73,0.05,1.6,-1.064,-22.344,0.0,insulin_ep3__861_dldesign_0_cycle0
5.0,-83.438,-1.027,-53.782,-3.886,-53.782,-3.886,847.321,1172.154,253.368,2.0,0.0,-499.197,127.643,-165.577,0.514,15.444,33.466,227.7,0.012,-13.801,-2.744,-11.553,-55.314,3.0,-10.802,85.0,58.0,14.989,-8.698,0.609,-1.146,0.0,-8.511,44.207,0.665,-1.141,-44.503,-1.157,-21.988,0.0,insulin_ep3__156_dldesign_0_cycle0
4.0,-83.447,-1.029,-53.785,-3.886,-53.785,-3.886,846.856,1172.047,253.341,2.0,0.0,-499.326,127.565,-165.597,0.514,15.428,33.452,227.247,0.011,-13.87,-2.748,-11.685,-55.363,2.0,-10.35,63.0,50.0,10.164,-7.39,0.649,-0.636,0.06,-3.527,28.49,0.757,-0.54,-16.755,-0.793,-15.06,0.0,insulin_ep3__941_dldesign_0_cycle0_1
7.0,-83.49,-1.037,-53.891,-3.889,-53.891,-3.889,845.974,1171.557,253.179,2.0,0.0,-499.484,127.444,-165.602,0.513,15.426,33.443,227.147,0.01,-13.878,-2.753,-11.7,-55.396,2.0,-11.053,77.0,57.0,17.615,-4.102,0.529,-0.728,0.046,3.839,27.257,0.628,-0.808,-29.094,-0.59,-12.398,0.0,insulin_ep3__676_dldesign_0_cycle0_1
7.0,-84.19,-1.041,-53.894,-3.889,-53.894,-3.889,845.775,1171.483,253.128,2.0,0.0,-499.75,127.304,-165.932,0.512,15.355,33.432,227.066,0.01,-13.88,-2.761,-11.718,-55.434,2.0,-10.431,76.0,50.0,12.676,-6.115,0.569,-0.269,0.212,6.457,24.238,0.746,0.174,5.222,-0.933,-18.655,0.0,insulin_ep3__960_dldesign_0_cycle0
10.0,-84.19,-1.042,-53.926,-3.895,-53.926,-3.895,845.454,1171.23,252.965,2.0,0.0,-499.927,127.296,-166.232,0.512,15.35,33.378,226.771,0.01,-13.891,-2.767,-11.753,-55.533,2.0,-6.832,74.0,45.0,13.691,-7.568,0.617,-1.332,0.423,-5.775,-8.082,0.745,-1.419,-42.583,-1.158,-17.372,0.0,insulin_ep3__381_dldesign_0_cycle0
5.0,-84.621,-1.043,-53.958,-3.895,-53.958,-3.895,845.133,1169.583,252.928,2.0,0.0,-501.192,127.046,-166.315,0.511,15.331,33.265,226.596,0.01,-13.9,-2.773,-11.759,-55.552,2.0,-11.929,79.0,53.0,16.678,-6.955,0.6,-0.853,0.02,3.223,7.844,0.723,-1.058,-33.861,-0.54,-11.33,0.0,insulin_ep3__280_dldesign_0_cycle0
10.0,-85.388,-1.044,-54.006,-3.898,-54.006,-3.898,844.55,1169.568,252.724,2.0,0.0,-502.271,126.988,-166.725,0.511,15.322,33.263,226.124,0.009,-13.906,-2.778,-11.763,-55.555,3.0,-11.637,61.0,55.0,8.232,-4.806,0.594,-1.16,0.032,-4.553,30.561,0.701,-1.072,-37.522,-1.313,-26.265,0.0,insulin_ep3__619_dldesign_0_cycle0
7.0,-85.417,-1.048,-54.081,-3.9,-54.081,-3.9,844.463,1169.181,251.166,2.0,0.0,-502.319,126.978,-166.87,0.511,15.312,33.257,226.099,0.009,-13.941,-2.792,-11.77,-55.606,4.0,-12.126,75.0,54.0,11.131,-8.292,0.558,-0.758,0.221,7.301,49.634,0.7,-0.73,-24.083,-0.802,-16.838,0.0,insulin_ep3__691_dldesign_0_cycle0
8.0,-85.431,-1.048,-54.091,-3.901,-54.091,-3.901,844.263,1168.904,250.574,2.0,0.0,-503.058,126.853,-166.87,0.51,15.304,33.235,226.043,0.009,-13.95,-2.799,-11.779,-55.612,4.0,-9.538,63.0,52.0,12.149,-8.942,0.681,-0.87,0.088,-2.184,21.184,0.705,-0.537,-18.249,-1.5,-27.004,0.0,insulin_ep3__790_dldesign_0_cycle0
6.0,-85.965,-1.054,-54.123,-3.902,-54.123,-3.902,844.077,1168.759,250.447,2.0,0.0,-503.415,126.648,-166.988,0.51,15.293,33.217,225.812,0.009,-13.98,-2.809,-11.791,-55.648,2.0,-11.068,70.0,55.0,14.73,-7.713,0.643,-0.754,0.0,-4.721,20.896,0.702,-0.625,-21.242,-0.962,-20.212,0.0,insulin_ep3__208_dldesign_0_cycle0
8.0,-86.355,-1.055,-54.197,-3.907,-54.197,-3.907,843.91,1168.589,250.322,2.0,0.0,-503.445,126.409,-167.104,0.51,15.259,33.207,225.029,0.009,-13.986,-2.815,-11.832,-55.686,2.0,-8.412,75.0,55.0,12.813,-9.772,0.602,-0.415,0.478,0.395,19.994,0.754,-0.136,-5.015,-0.991,-17.83,0.0,insulin_ep3__197_dldesign_0_cycle0
14.0,-86.454,-1.056,-54.225,-3.912,-54.225,-3.912,843.216,1167.982,250.15,2.0,0.0,-503.578,126.36,-167.187,0.509,15.188,33.193,224.99,0.008,-14.018,-2.815,-11.938,-55.744,8.0,-10.552,104.0,80.0,20.474,-12.732,0.55,-1.441,1.496,6.228,41.337,0.701,-0.908,-46.306,-2.378,-68.957,0.0,insulin_ep2__159_dldesign_0_cycle0
6.0,-86.846,-1.056,-54.407,-3.916,-54.407,-3.916,843.0,1166.903,249.956,2.0,0.0,-503.762,126.299,-167.243,0.508,15.138,33.184,224.913,0.005,-14.026,-2.816,-11.969,-55.845,3.0,-9.344,86.0,57.0,16.808,-10.568,0.587,-0.745,0.0,-10.151,13.733,0.681,-0.713,-25.686,-0.8,-16.802,0.0,insulin_ep3__336_dldesign_0_cycle0_1
4.0,-86.861,-1.058,-54.419,-3.918,-54.419,-3.918,842.631,1166.311,249.79,2.0,0.0,-504.054,126.104,-167.55,0.508,15.134,33.18,224.62,0.003,-14.076,-2.834,-11.998,-55.854,1.0,-9.376,62.0,51.0,12.96,-4.651,0.587,-0.684,0.088,-2.884,15.583,0.715,-0.245,-7.604,-1.364,-27.289,0.0,insulin_ep3__586_dldesign_0_cycle0
